time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity
2.700000000000002,0.0,0.0,63.1276884599,0.0,0.0,0.0,0.0,0.0,28.1613912318,0.0,0.0,0.0
2.760000000000002,0.0,0.0,64.8175571739,0.0,0.0,0.0,0.0,0.0,28.1674142162,0.0,0.0,0.0
2.820000000000002,0.0,0.0,66.5077063096,0.0,0.0,0.0,0.0,0.0,28.1708048965,0.0,0.0,0.0
2.880000000000002,0.0,0.0,68.1980859528,0.0,0.0,0.0,0.0,0.0,28.1750756214,0.0,0.0,0.0
2.940000000000002,0.0,0.0,69.8886486918,0.0,0.0,0.0,0.0,0.0,28.1769679973,0.0,0.0,0.0
3.000000000000002,0.0,0.0,71.5793651009,0.0,0.0,0.0,0.0,0.0,28.1801650793,0.0,0.0,0.0
3.0600000000000023,0.0,0.0,73.2702405822,0.0,0.0,0.0,0.0,0.0,28.1822972349,0.0,0.0,0.0
3.1200000000000023,0.0,0.0,74.9611408419,0.0,0.0,0.0,0.0,0.0,28.1810755411,0.0,0.0,0.0
3.1800000000000024,0.0,0.0,76.6519646729,0.0,0.0,0.0,0.0,0.0,28.179752175,0.0,0.0,0.0
3.2400000000000024,0.0,0.0,78.3426906309,0.0,0.0,0.0,0.0,0.0,28.1778282404,0.0,0.0,0.0
3.3000000000000025,0.0,0.0,80.0333792487,0.0,0.0,0.0,0.0,0.0,28.1784435171,0.0,0.0,0.0
3.3600000000000025,0.0,0.0,81.7241283713,0.0,0.0,0.0,0.0,0.0,28.1798257373,0.0,0.0,0.0
3.4200000000000026,0.0,0.0,83.4149224479,0.0,0.0,0.0,0.0,0.0,28.1799731041,0.0,0.0,0.0
3.4800000000000026,0.0,0.0,85.1057237543,0.0,0.0,0.0,0.0,0.0,28.1800680483,0.0,0.0,0.0
3.5400000000000027,0.0,0.0,86.7965650432,0.0,0.0,0.0,0.0,0.0,28.1812777653,0.0,0.0,0.0
3.6000000000000028,0.0,0.0,88.4873997347,0.0,0.0,0.0,0.0,0.0,28.1799130082,0.0,0.0,0.0
3.660000000000003,0.0,0.0,90.178136143,0.0,0.0,0.0,0.0,0.0,28.1780150948,0.0,0.0,0.0
3.720000000000003,0.0,0.0,91.8688419908,0.0,0.0,0.0,0.0,0.0,28.1788260647,0.0,0.0,0.0
3.780000000000003,0.0,0.0,93.5596105104,0.0,0.0,0.0,0.0,0.0,28.1800926714,0.0,0.0,0.0
3.840000000000003,0.0,0.0,95.2504031367,0.0,0.0,0.0,0.0,0.0,28.1796721335,0.0,0.0,0.0
3.900000000000003,0.0,0.0,96.9411049529,0.0,0.0,0.0,0.0,0.0,28.1771193984,0.0,0.0,0.0
3.960000000000003,0.0,0.0,98.6316617134,0.0,0.0,0.0,0.0,0.0,28.1748302968,0.0,0.0,0.0
4.020000000000002,0.0,0.0,100.322020456,0.0,0.0,0.0,0.0,0.0,28.1705684961,0.0,0.0,0.0
4.080000000000001,0.0,0.0,102.012147843,0.0,0.0,0.0,0.0,0.0,28.1670984717,0.0,0.0,0.0
4.14,0.0,0.0,103.70216167,0.0,0.0,0.0,0.0,0.0,28.1667056509,0.0,0.0,0.0
4.199999999999998,0.0,0.0,105.392165313,0.0,0.0,0.0,0.0,0.0,28.1667480604,0.0,0.0,0.0
4.259999999999997,0.0,0.0,107.082158969,0.0,0.0,0.0,0.0,0.0,28.166383008,0.0,0.0,0.0
4.319999999999996,0.0,0.0,108.772059314,0.0,0.0,0.0,0.0,0.0,28.1636961686,0.0,0.0,0.0
4.379999999999995,0.0,0.0,110.461789908,0.0,0.0,0.0,0.0,0.0,28.1607315936,0.0,0.0,0.0
4.439999999999993,0.0,0.0,112.151395322,0.0,0.0,0.0,0.0,0.0,28.159480401,0.0,0.0,0.0
4.499999999999992,0.0,0.0,113.840920117,0.0,0.0,0.0,0.0,0.0,28.1580488128,0.0,0.0,0.0
4.559999999999991,0.0,0.0,115.530351846,0.0,0.0,0.0,0.0,0.0,28.1563840823,0.0,0.0,0.0
4.6199999999999894,0.0,0.0,117.219708284,0.0,0.0,0.0,0.0,0.0,28.1555189582,0.0,0.0,0.0
4.679999999999988,0.0,0.0,118.909120416,0.0,0.0,0.0,0.0,0.0,28.1581524529,0.0,0.0,0.0
4.739999999999987,0.0,0.0,120.598716318,0.0,0.0,0.0,0.0,0.0,28.1616235394,0.0,0.0,0.0
4.799999999999986,0.0,0.0,122.28845764,0.0,0.0,0.0,0.0,0.0,28.1630512361,0.0,0.0,0.0
4.859999999999984,0.0,0.0,123.978280078,0.0,0.0,0.0,0.0,0.0,28.1643311471,0.0,0.0,0.0
4.919999999999983,0.0,0.0,125.668243111,0.0,0.0,0.0,0.0,0.0,28.1676854759,0.0,0.0,0.0
4.979999999999982,0.0,0.0,127.358373555,0.0,0.0,0.0,0.0,0.0,28.1699392206,0.0,0.0,0.0
5.0399999999999805,0.0,0.0,129.048590989,0.0,0.0,0.0,0.0,0.0,28.1706246512,0.0,0.0,0.0
